,mapping,epap,user,meaning
34,True,True,Remove task C,"The task ""C"" will be removed from the process model."
35,True,False,"Remove Task C, when task A is true ",The modification means: Remove the entire branch that starts with Task C when the condition associated with Task A is true.
36,True,False,"Task C is removed, meaning a false task A, won't execute a task C anymore.",NA
37,True,False,Delete task C and adapt the conditional logic ,NA
38,True,True,Removing task C. ,"""The task 'C' will be removed from the process model."""
39,True,False,remove task c form the false path,"The modification means: ""Remove the entire branch that contains task 'C' from the false path of the gateway."""
40,True,False,"If the result of condition X is false, then no task C is executed any more. ",The modification means that task C will only be executed if the result of condition X is true.
41,True,True,delete task c while keeping the entire structure elsewise in the excactly same manner,"The modification means: Remove task ""C"" from the process while keeping the rest of the process structure unchanged."
42,True,True,Please remove task C from the model,"The task ""C"" will be removed from the process model."
43,True,True,Remove Task C,"The task ""Task C"" will be removed from the process model."
44,True,False,"Please change the true and false regulation of our first exclusive gateway to directly connect to the second exclusive gateway by removing task C. THe direct connection to our second exclusive gateway should be ""false"". ","The condition of the first exclusive gateway will be updated such that the ""false"" path will now directly connect to the second exclusive gateway, bypassing task C."
45,True,True,Please remove the task C ,"The task ""C"" will be removed from the process model."
46,True,True,Delete the task C,"The task ""C"" will be removed from the process model."
47,True,False,Remove task C but maintain the decision before task B,"The modification means: ""Remove the entire branch that starts with task C, but keep the decision gateway before task B intact."""
48,True,False,Remove Task c and instead skip to Task d If false,"The modification means that Task C will be removed from the process. Instead, the process will skip directly to Task D if the condition in the conditional branch is false."
49,True,False,"remove task C, if X false then next X",NA.
50,True,True,please remove task C from the model.,"The modification means: Delete the task labeled ""C"" from the BPMN process model."
51,True,False,Remove task C from the false branch.,"The modification means: ""Remove the entire false branch that contains task C, and if this branch is part of a gateway, flatten the hierarchy accordingly."""
52,True,False,"Remove task C, but keep the XOR structure by replacing the task with an empty branch ","The modification means that task C will be removed from the process, and the XOR gateway that precedes it will have an empty branch instead, effectively eliminating the path that included task C while maintaining the XOR structure."
53,True,False,remove task C and directly go into the joining Or on the false side,"The modification means that the task ""C"" will be removed from the process, and the flow will proceed directly to the joining Or gateway along the false branch."
54,True,False,Remove task C but keep the false flow to the gateway,NA
55,True,False,"Remove task C from the 'false' branch, so that only task B remains on the 'true' branch before continuing to task D.","The modification means that the branch containing task C, which follows the 'false' path of a gateway, will be completely removed. As a result, only the branch with task B, following the 'true' path, will remain and lead to task D."
56,True,True,Remove the task C while make no change to others ,The modification means: Delete the task labeled 'C' from the process model without affecting any other tasks or elements.
57,True,False,Remove Task C to make the false case of the gateway empty and instantly merging into the close gateway ,"The modification means that Task C will be removed from the process model, which will result in the false branch of the gateway being empty. This empty branch will then immediately merge into the closing gateway, effectively streamlining the process by eliminating an unnecessary branch."
58,True,True,The task c is deleted. ,"The task ""c"" will be removed from the process model."
59,True,True,Remove task C.,"The task ""C"" and any subsequent tasks that depend on it will be removed from the process. Any branches or merges related to task ""C"" will be simplified or eliminated to reflect the new, flattened process hierarchy."
60,True,True,Please delete task c and directly link the flow false without any task,"The modification means: Remove task ""c"" from the process model and connect its incoming ""false"" sequence flow directly to the next element in the process, bypassing task ""c""."
61,True,True,remove task C,"The modification means that the task ""C"" will be deleted from the process model."
62,True,False,Remove task C. Keep the exclusive choice for Task B.,"The modification means: ""Remove the entire branch that starts with Task C, but retain the exclusive choice following Task B."""
63,True,True,delete task c,"The task ""Task C"" will be removed from the process model."
