,mapping,epap,user,meaning
17,True,False,"Replace 'task B & E' with ''task B'. In the 'OR split' after 'task B', insert a transition 'task E' after 'task B' and its corresponding edges.","Replace the sequence of 'task B' and 'task E' with just 'task B'. After 'task B', in the 'OR split', insert a transition to 'task E' and its corresponding edges."
18,True,True,Split task B & E into 2 tasks,Task B and task E are each split into two separate tasks.
19,True,True,"please split the task ""task B & E"" into two seperate tasks ""ask B and task E","The task ""task B & E"" should be split into two separate tasks: ""task B"" and ""task E""."
20,True,True,"split task task B & E into a sequence of two tasks, i.e., task B followed by task E","Split task B and task E into a sequence of two tasks, with task B followed by task E."
21,True,True,"please split task B & E into two tasks, i.e., remove task B & E first and add task B if condition is true and task E is immediately followed by task B.","Split task B into two tasks: 
1. Task B if condition is true
2. Task E immediately followed by task B"
22,True,True,divide task B & E into two several tasks. ,Divide task B into two separate tasks and divide task E into two separate tasks.
23,False,False,Not sure what the difference is,False
24,False,False,.,False
25,True,True,Refine abstract task B & E to be the two tasks B and E following each other. ,"The abstract task B & E is split into two separate tasks, B and E, which will now follow each other in sequence."
26,True,True,"Replace task called ""task B & E"" with two independent tasks. The first one being called ""task B"" and the second one being called ""task E""","The task called ""task B & E"" will be replaced with two independent tasks: ""task B"" and ""task E""."
27,True,True,split the 'task B & E' into two tasks. first b then e,"The task 'B & E' is split into two separate tasks, with 'B' occurring first, followed by 'E'."
28,True,True,split task B & E to two tasks B and E,NA
29,True,True,"Split ""task B & E"" to be two seperate task directly following each other, first ""task B"" and then ""task E"". ","The process fragment ""task B & E"" is split into two separate tasks, with ""task B"" directly followed by ""task E""."
30,True,True,Task B & E should be separated into two tasks,Task B and Task E should be separated into two distinct tasks.
31,True,True,"Separate ""taks B & E"" into two independent tasks ""task B"" followed by ""task E"".",Task B will be followed by task E as two independent tasks.
32,True,True,Separate task B & E into two tasks B and E.,"Separate task B and task E into two distinct tasks, B and E."
33,True,True,Split Task B & E inti the Taks B and Task E which are executed sequentialy,"Split Task B & Task E into Task B and Task E, which are executed sequentially."
34,True,True,Split tasks B and E into seperate taks,Split the existing tasks B and E into separate tasks.
35,True,True,Split up taskB&E into two separate paths on the upper graph ,Split the existing process fragment containing taskB and taskE into two separate paths in the upper part of the process model.
36,True,False,"instead of being executed at the same time, b and e are now executed sequentially",NA
37,True,False,make task e follow the completion of task b ,Move task e to follow the completion of task b.
38,False,False,I don't know. ,False
39,True,False,replace task B & E with two seperate tasks task B and then task E,Replace the existing process fragment containing task B and task E with a new process fragment where task B is followed by task E.
40,True,False,"Task B and E are not executed at the same time, but sequentially. First B and then task E. ",NA
41,True,True,replace the task b& E into two following seperate steps with task b first followed by task e. leave the rest the same.,"The task ""b"" will be followed by the task ""e"" as two separate steps, while the rest of the process remains unchanged."
42,True,True,Please replace task B&E to execute task B and task E seperately,Task B and task E will be executed separately instead of being combined.
43,True,True,Split task B and E I'm two separated tasks ,Split task B and task E into two separate tasks each.
44,True,True,split up task B & E to be two seperat tasks called task B and task E.,NA
45,True,True,Separate task B&E to two states Task b and E in a order ,"Separate task B&E into two tasks, Task b and Task E, in sequence."
46,True,False,Process the task B and E one by one ,NA
47,True,True,Split task B & E into two seperate tasks,Task B and Task E are each split into two separate tasks.
48,True,True,Split Task B&E into to seperate tasks,Split Task B&E into two separate tasks.
49,True,True,split task B&E into task B and then task E,"Task B&E is split into two separate tasks: first task B, followed by task E."
50,True,False,"instead of doing task B & E combined, do them sequentially after each other, starting with task B",NA
51,True,False,"Make task B & E sequential, with task B being followed by task E.",NA
52,True,True,replace task B&E by two separate tasks B and E,"The task B&E is replaced by two separate tasks, B and E."
53,True,True,"split task B&E into two separate tasks, task B and task E","Task B&E is split into two separate tasks, task B and task E."
54,True,True,Split task B & E in two separated tasks called task B and task E. And replace the two new tasks with the task B & E.,NA
55,True,True,Split the combined task 'B & E' in the true branch into two separate tasks: task B followed by task E.,The combined task 'B & E' in the true branch is split into two separate tasks: task B followed by task E.
56,True,True,Change task B&E to sequence task B then task E,Change task B and E to a sequence of task B followed by task E.
57,True,True,Split and Replace Task B & E into the First Task B and secondly Task E inside the true case ,"Split Task B and Task E into two separate tasks, with Task B being executed first, followed by Task E, within the true case sequence."
58,True,False,Task B and E is run in sequence. ,NA
59,True,True,"Replace ""task B & E"" with ""task B"" and then ""task E"" individually.","The process fragment containing ""task B & E"" is split into two separate fragments: one containing ""task B"" and the other containing ""task E""."
60,True,True,Split the task B&E into two seperate tasks,"Split the task ""B&E"" into two separate tasks."
61,True,True,pull apart task b and e to first have task b,NA
62,True,False,Add task B and Task E after task B &E. Remove task B&E,NA
63,True,True,"Replace task B&E by a sequence of task B and task E. (Spliting is an absolutely pointless pattern from the point of view of execution, but a useful pattern from the point of view of modelling. Keep that in mind.). ",Replace the combined task B&E with a sequence of task B followed by task E.
