,mapping,epap,user,meaning
54,True,True,Exchange the two XOR Decision Gateways with a Parallel Gateway.,Replace the two XOR Decision Gateways with a Parallel Gateway.
55,True,True,Replace XOR gateway with AND,Replace the XOR gateway with an AND gateway.
56,True,True,Change xor to parallel ,Replace the XOR gateway with a parallel gateway.
57,True,True,Replace the true false gateways with parallel gateways to execute Both Task A and C simutaniously ,Replace the true/false gateways with parallel gateways to execute both Task A and Task C simultaneously.
58,True,False,The if condition is replaced by “and”. ,"The condition for the transition is updated to ""and""."
59,True,True,Replace the XORs with gateaways.,Replace the XOR gateways with AND gateways.
60,True,True,Change the xors to a AND,Replace the XOR gateways with AND gateways.
61,True,False,change decisions to parallelise task b and c,"The tasks b and c, which were previously executed in sequence, will now be executed in parallel."
62,True,True,replace the exclusive choice x with a parallel,Replace the exclusive gateway with a parallel gateway.
63,True,False,Change the decision to a parallel.,NA
