,mapping,epap,user,meaning
49,True,True,"add an X before task D, if true endpoint, else do task D and repeat","Embed a loop before task D that checks condition X. If condition X is true, exit the loop; otherwise, perform task D and repeat the loop."
50,True,False,Please add an exclusive gateway at the end and do task D only in case the result is false.,"Add an exclusive gateway at the end of the process, and perform task D only if the result is false."
51,True,False,"Add a new XOR branch to task D. If false go to task D, if true terminate.","A new XOR decision point is added before task D. If the condition evaluates to false, the process continues to task D. If the condition evaluates to true, the process terminates."
52,True,True,add a loop for task D which is run through if a decision before D has the result false,Task D will be repeatedly executed between 0 and N times if the preceding decision results in false.
53,True,False,Add a loop after the joining or in which task d is only executed on a false or gate. The true path leads to the end state. ,NA
54,True,False,"Exchange task D with the following elements. Create a loop with two XOR-Decision Gateways. If the second gateway is evaluated as true, an end event follows. If the second gateway is evaluated as false, task D follows and start again with the first gateway.","Task D is now embedded in a loop with two XOR-Decision Gateways. If the second gateway evaluates to true, the process ends. If the second gateway evaluates to false, task D is executed again, starting with the first gateway."
55,True,False,"Move task D into a new XOR gateway after the original one, where task D is executed only on the 'false' branch of the new gateway.",Task D will be executed only if the condition of the new XOR gateway evaluates to 'false'.
56,True,False,Create a new xor and Task D now can be reached when the xor is false(i.e the task D could not be reached),Task D is now executed only if the condition for the new XOR gateway evaluates to false.
57,True,False,"Add a true / false Gateway in front of the End Node replacing Task D which Ends the Process in the true case and cycles to Task D, so Task D is only triggered if the condition is false which is again tested after Task D ","Task D will only be executed if the condition is false, and after Task D is completed, the condition will be tested again. If the condition is true, the process will end."
58,True,False,The task D could only be conducted if the last condition is false. ,Task D will only be conducted if the last condition is false.
59,True,False,"Add a XOR before and after task D - if it's false do task D again, if true continue to end the process.","Task D will be repeated between 1 and N times based on a condition evaluated by XOR gateways before and after it. If the condition is false, task D will be executed again; if true, the process will continue to the end."
60,True,False,Please add a XOR decision infront and after task D further more set Task D as a repeat circle for if false repeat step. If true continue,"A XOR decision gateway is added before and after Task D. Task D is set to repeat if the condition is false, and the process continues if the condition is true."
61,True,False,"after decision of task b or respectively task c there is a new evaluation  which either accounts to the result in case of true or in case of false, does task d and evaluates again","After the decision of task B or task C, a new evaluation is performed. If the result is true, the process continues as usual. If the result is false, task D is executed, followed by another evaluation."
62,True,False,Remove Task D. Add a loop before the end which is exited with True. In the Loop add task D.,Task D is now embedded in a loop that repeats between 1 and N times before the process ends.
63,True,False,"After the decision join, it should be possible to either end, or loop task d if a certain condition is false.","After the decision join, it should be possible to either end the process or loop task d if a certain condition is false."
