,mapping,epap,user,meaning
32,True,False,"Replace subprocess F with the following process: A conditional branch where the ""true"" branch contains task B and the ""false"" branch contains task C, after the branches converge task D.","Replace subprocess F with a conditional branch. The ""true"" branch executes task B, the ""false"" branch executes task C, and both branches converge to task D.
"
33,True,False,Replace the Subprocess F with an XOR Split Gateway which leads to Task b If the condition ist true and to Task c If the condition ist false. Afterwards Join the process again and add Task D before the end of the process.,"Replace the Subprocess F with an XOR gateway, followed by Task b if a condition is true and Task c if the condition is false.  After the XOR gateway merge the paths and add Task D before the end event.
"
34,True,False,"Replace subprocess F with: conditional check of true- continue with task B and false- continue with task C, and then out of the OR loop execute task D.","Replace subprocess F with an exclusive gateway. If the condition is true, execute task B; otherwise, execute task C.  After the gateway, execute task D.
"
35,True,True,"expand subprocess F and execute B, if task A returns true or c if its false. After both cases, execute D","Inline subprocess F.  If task A returns true, execute B; otherwise, execute C.  After either B or C is executed, execute D.
"
36,True,False,"now task A is followed by a conditions, which leads to either b or c, and eventually to d, meanwhile before it led to a subprocess","Task A is followed by an exclusive gateway with two outgoing branches. One branch leads to Task B, the other to Task C.  Both branches converge to Task D. Previously, Task A was followed by a subprocess.
"
37,True,False,"change subprocess f for a condition, if true perform task b, if false perform task c, after the conditinonal closes perform task d ","Replace subprocess ""f"" with a conditional gateway. If the condition is true, execute task ""b"". If the condition is false, execute task ""c"". After the conditional gateway, execute task ""d"".
"
38,False,False,I don't know. ,False
39,True,False,"task A should go directly to a XOR; if false trigger a new task C and then reach the next XOR
if true do task be before reaching the next XOR. After the second XOR implment task d and then the endpoint. subprocess F is completely removed","Introduce an exclusive gateway after Task A. On the false path, create Task C followed by a merge gateway that leads to the subsequent exclusive gateway. The true path from the first exclusive gateway should lead to Task B before connecting to the second exclusive gateway. After the second exclusive gateway, implement Task D, which then connects to the end event. Remove Subprocess F entirely.
"
40,False,False,Subprocess F is clearly explained how it works. ,False
41,False,False,reverse the process from the previous question ,False
42,True,True,"Please remove subprocess F, and make a new exclusive gate after task A. If true, execute task B, if false, execute task C, and then execute task D which leads to completion","Remove subprocess F.  Create an exclusive gateway after task A.  On the true path from the gateway, execute task B followed by task D. On the false path from the gateway, execute task C followed by task D.
"
43,False,False,Show subprocess F,False
44,True,False,Take the processes of the subtask F and append them to task A,"Move the sub-processes of subtask F after task A.
"
45,False,False,"Delete subprocess F first, add a selection state after task A, add a new task B if it’s true , add a task C if it’s false, after B and C add a new state, after this state add a new task D",False
46,True,True,Expanding a subprocess into explicit decision logic,"Inline Sub Process
"
47,True,True,Expand subprocess F,"Inline subprocess F.
"
48,True,True,Add the explicit process model of subprocess F.,"NA
"
49,True,False,"subprocess F should consist of following: x, if true, task B, else task C, connect both to an x and move on with task D","Replace the contents of subprocess F with two exclusive gateways. The first gateway should evaluate condition 'x'. If true, execute task B, otherwise execute task C.  Both paths converge on a second exclusive gateway, after which task D is executed.
"
50,True,True,replace subprocess F with the tasks from before.,"Replace subprocess ""F"" with the tasks that were in its place before it was made a subprocess.
"
51,True,False,"Replace subprocess F with an new XOR branch. For true add a task B and for false add a task C, after the XOR branch add a new task D.","Replace subprocess F with an exclusive gateway. On the true path of the gateway, add task B. On the false path, add task C. After the gateway, add task D.
"
52,True,True,"replace the subprocess. First should be a xor Split: if false Task C, if true Task B. After The XOR join follows task D","Replace the subprocess with an XOR gateway, followed by Task B if the condition is true, and Task C if false. After the XOR gateway join, add Task D.
"
53,True,False,"Replace subprocess F with an or gate. On true task B is executed on false task C, afterwards they join and then task D leads to the final state","Replace subprocess F with a parallel split gateway followed by task B and task C respectively.  After B and C,  add a parallel join gateway. Connect the join gateway to task D.
"
54,True,True,Replace the subprocess F with all the elements that are actually in the subprocess F.,"Inline subprocess F.
"
55,True,False,"Replace subprocess F with an XOR gateway: task B on the true branch, task C on the false branch, both followed by task D.","Replace subprocess F with an exclusive gateway, with outgoing transitions to task B (condition: true) and task C (condition: false).  Both B and C are followed by task D.
"
56,True,True,Replace the sub process F with all the content inside it,"Inline sub process F.
"
57,True,False,"Extract the functionality of subprocess F to have After Task A an true false gateway, in the true case execute Task B, in the false case Task C, merge into the close gateway and execute Task D","NA
"
58,True,True,The output PM does not have subprocess. ,"NA
"
59,True,True,Replace subprocess F with its original form.,"Inline subprocess F.
"
60,True,True,Revert the the subprocess into the original structure,"Inline the subprocess.
"
61,True,False,add subprocess f as tasks,"NA
"
62,True,False,Assuming subprocess F is known and that: Replace subprocess F with the subprocess,"Replace subprocess F with a new subprocess.
"
63,True,False,"Replace the subprocess F with a decision with two branches. The first branch should be executed when the condition of variable X = true, and contain task B. The second branch should be the default branch and contain task C. After the decision join additionally a task D should be inserted.","Replace subprocess F with an exclusive gateway followed by two branches. The first branch, conditional on variable X being true, contains task B. The second branch, the default flow, contains task C.  A parallel gateway merges the two branches. After the merge gateway, task D is executed.
"
